"Year","Locationabbr","Locationdesc","Class","Topic","Question","Response","Break_Out","Break_Out_Category","Sample_Size","Data_value","Confidence_limit_Low","Confidence_limit_High","Display_order","Data_value_unit","Data_value_type","Data_Value_Footnote_Symbol","Data_Value_Footnote","DataSource","ClassId","TopicId","LocationID","BreakoutID","BreakOutCategoryID","QuestionID","ResponseID","GeoLocation","State","Confidence_Limit_Spread"
2011,"OR","Oregon","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,546",23.9,22.5,25.3,"1","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",41,"BO1","CAT1","ADDEPEV2","RESP046","(44.56744942400047, -120.15503132599969)","OR",2.8
2011,"PA","Pennsylvania","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","2,239",19.3,18.3,20.3,"1","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",42,"BO1","CAT1","ADDEPEV2","RESP046","(40.79373015200048, -77.86070029399963)","PA",2
2011,"RI","Rhode Island","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,438",22,20.6,23.4,"1","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",44,"BO1","CAT1","ADDEPEV2","RESP046","(41.70828019300046, -71.52247031399963)","RI",2.8
2011,"SC","South Carolina","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","2,004",15.3,14.4,16.3,"1","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",45,"BO1","CAT1","ADDEPEV2","RESP046","(33.998821303000454, -81.04537120699968)","SC",1.9
2011,"SD","South Dakota","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,320",16.4,14.9,18,"1","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",46,"BO1","CAT1","ADDEPEV2","RESP046","(44.353130053000484, -100.3735306369997)","SD",3.1
2011,"TN","Tennessee","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,130",19.2,17,21.5,"1","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",47,"BO1","CAT1","ADDEPEV2","RESP046","(35.68094058000048, -85.77449091399967)","TN",4.5
2011,"TX","Texas","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","2,712",16.6,15.6,17.7,"1","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",48,"BO1","CAT1","ADDEPEV2","RESP046","(31.827240407000488, -99.42677020599967)","TX",2.1
2011,"UT","Utah","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","2,781",22,21,23.1,"1","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",49,"BO1","CAT1","ADDEPEV2","RESP046","(39.360700171000474, -111.58713063499971)","UT",2.1
2011,"VT","Vermont","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,606",23,21.6,24.3,"1","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",50,"BO1","CAT1","ADDEPEV2","RESP046","(43.62538123900049, -72.51764079099962)","VT",2.7
2011,"VA","Virginia","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","976",14.1,12.9,15.3,"1","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",51,"BO1","CAT1","ADDEPEV2","RESP046","(37.54268067400045, -78.45789046299967)","VA",2.4
2011,"WA","Washington","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","2,900",19.7,18.6,20.8,"1","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",53,"BO1","CAT1","ADDEPEV2","RESP046","(47.52227862900048, -120.47001078999972)","WA",2.2
2011,"WV","West Virginia","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,084",20.1,18.8,21.5,"1","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",54,"BO1","CAT1","ADDEPEV2","RESP046","(38.66551020200046, -80.71264013499967)","WV",2.7
2011,"WI","Wisconsin","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","817",14.8,13.4,16.3,"1","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",55,"BO1","CAT1","ADDEPEV2","RESP046","(44.39319117400049, -89.81637074199966)","WI",2.9
2011,"WY","Wyoming","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,306",19,17.7,20.4,"1","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",56,"BO1","CAT1","ADDEPEV2","RESP046","(43.23554134300048, -108.10983035299967)","WY",2.7
2011,"GU","Guam","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","174",7.6,6.2,9.1,"1","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",66,"BO1","CAT1","ADDEPEV2","RESP046","(13.444304, 144.793731)","GU",2.9
2011,"PR","Puerto Rico","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,138",16.8,15.7,17.9,"1","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",72,"BO1","CAT1","ADDEPEV2","RESP046","(18.220833, -66.590149)","PR",2.2
2011,"UW","All States and DC (median) **","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","51",17.5,NA,NA,"","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",98,"BO1","CAT1","ADDEPEV2","RESP046","","UW",NA
2011,"US","All States, DC and Territories (median) **","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","53",17.5,NA,NA,"","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",99,"BO1","CAT1","ADDEPEV2","RESP046","","US",NA
2012,"AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","2,088",21.9,20.7,23.1,"912","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",1,"BO1","CAT1","ADDEPEV2","RESP046","(32.84057112200048, -86.63186076199969)","AL",2.4
2012,"AK","Alaska","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","754",16.9,15.4,18.5,"908","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",2,"BO1","CAT1","ADDEPEV2","RESP046","(64.84507995700051, -147.72205903599973)","AK",3.1
2012,"AZ","Arizona","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,327",18.8,17.3,20.3,"912","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",4,"BO1","CAT1","ADDEPEV2","RESP046","(34.865970280000454, -111.76381127699972)","AZ",3
2012,"AR","Arkansas","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,131",22.2,20.6,23.7,"906","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",5,"BO1","CAT1","ADDEPEV2","RESP046","(34.74865012400045, -92.27449074299966)","AR",3.1
2012,"CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,988",11.7,10.9,12.4,"914","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",6,"BO1","CAT1","ADDEPEV2","RESP046","(37.63864012300047, -120.99999953799971)","CA",1.5
2012,"CO","Colorado","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","2,105",17.4,16.4,18.3,"912","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",8,"BO1","CAT1","ADDEPEV2","RESP046","(38.843840757000464, -106.13361092099967)","CO",1.9
2012,"CT","Connecticut","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,519",16.7,15.6,17.8,"907","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",9,"BO1","CAT1","ADDEPEV2","RESP046","(41.56266102000046, -72.64984095199964)","CT",2.2
2012,"DE","Delaware","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","799",14.8,13.4,16.1,"902","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",10,"BO1","CAT1","ADDEPEV2","RESP046","(39.008830667000495, -75.57774116799965)","DE",2.7
2012,"DC","District of Columbia","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","601",16.3,14.4,18.3,"900","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",11,"BO1","CAT1","ADDEPEV2","RESP046","(38.89037138500049, -77.03196112699965)","DC",3.9
2012,"FL","Florida","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,352",16.9,15.6,18.2,"916","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",12,"BO1","CAT1","ADDEPEV2","RESP046","(28.932040377000476, -81.92896053899966)","FL",2.6
2012,"GA","Georgia","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,080",16.7,15.4,18,"912","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",13,"BO1","CAT1","ADDEPEV2","RESP046","(32.83968109300048, -83.62758034599966)","GA",2.6
2012,"HI","Hawaii","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","986",11.5,10.4,12.6,"911","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",15,"BO1","CAT1","ADDEPEV2","RESP046","(21.304850435000446, -157.85774940299973)","HI",2.2
2012,"ID","Idaho","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,173",19.9,18.1,21.8,"901","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",16,"BO1","CAT1","ADDEPEV2","RESP046","(43.682630005000476, -114.3637300419997)","ID",3.7
2012,"IL","Illinois","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","863",15,13.7,16.4,"909","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",17,"BO1","CAT1","ADDEPEV2","RESP046","(40.48501028300046, -88.99771017799969)","IL",2.7
2012,"IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,705",19.5,18.4,20.6,"910","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",18,"BO1","CAT1","ADDEPEV2","RESP046","(39.766910452000445, -86.14996019399968)","IN",2.2
2012,"IA","Iowa","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,177",17,15.9,18.1,"909","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",19,"BO1","CAT1","ADDEPEV2","RESP046","(42.46940091300047, -93.81649055599968)","IA",2.2
2012,"KS","Kansas","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,934",16.5,15.6,17.4,"914","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",20,"BO1","CAT1","ADDEPEV2","RESP046","(38.34774030000045, -98.20078122699965)","KS",1.8
2012,"KY","Kentucky","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","2,615",23.5,22.2,24.7,"914","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",21,"BO1","CAT1","ADDEPEV2","RESP046","(37.645970271000465, -84.77497104799966)","KY",2.5
2012,"LA","Louisiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,589",17.2,15.9,18.4,"917","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",22,"BO1","CAT1","ADDEPEV2","RESP046","(31.31266064400046, -92.44568007099969)","LA",2.5
2012,"ME","Maine","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","2,205",22.7,21.7,23.8,"905","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",23,"BO1","CAT1","ADDEPEV2","RESP046","(45.254228894000505, -68.98503133599962)","ME",2.1
2012,"MD","Maryland","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","2,089",14.2,13.2,15.1,"914","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",24,"BO1","CAT1","ADDEPEV2","RESP046","(39.29058096400047, -76.60926011099963)","MD",1.9
2012,"MA","Massachusetts","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","4,444",18.9,18.1,19.7,"916","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",25,"BO1","CAT1","ADDEPEV2","RESP046","(42.27687047000046, -72.08269067499964)","MA",1.6
2012,"MI","Michigan","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","2,093",20.6,19.5,21.7,"912","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",26,"BO1","CAT1","ADDEPEV2","RESP046","(44.6613195430005, -84.71439026999968)","MI",2.2
2012,"MN","Minnesota","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","2,265",17.1,16.2,17.9,"914","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",27,"BO1","CAT1","ADDEPEV2","RESP046","(46.35564873600049, -94.79420050299967)","MN",1.7
2012,"MS","Mississippi","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,445",18.4,17.2,19.7,"909","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",28,"BO1","CAT1","ADDEPEV2","RESP046","(32.745510099000455, -89.53803082499968)","MS",2.5
2012,"MO","Missouri","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,399",20.1,18.7,21.4,"910","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",29,"BO1","CAT1","ADDEPEV2","RESP046","(38.635790776000476, -92.56630005299968)","MO",2.7
2012,"MT","Montana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,713",20,18.9,21.1,"908","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",30,"BO1","CAT1","ADDEPEV2","RESP046","(47.06652897200047, -109.42442064499971)","MT",2.2
2012,"NE","Nebraska","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","3,099",16.8,16,17.5,"918","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",31,"BO1","CAT1","ADDEPEV2","RESP046","(41.6410409880005, -99.36572062299967)","NE",1.5
2012,"NV","Nevada","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","851",16.3,14.8,17.7,"911","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",32,"BO1","CAT1","ADDEPEV2","RESP046","(39.493240390000494, -117.07184056399967)","NV",2.9
2012,"NH","New Hampshire","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,485",19.7,18.3,21,"906","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",33,"BO1","CAT1","ADDEPEV2","RESP046","(43.65595011300047, -71.50036091999965)","NH",2.7
2012,"NJ","New Jersey","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","2,311",13,12.3,13.8,"916","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",34,"BO1","CAT1","ADDEPEV2","RESP046","(40.13057004800049, -74.27369128799967)","NJ",1.5
2012,"NM","New Mexico","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,819",19.9,18.8,20.9,"912","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",35,"BO1","CAT1","ADDEPEV2","RESP046","(34.52088095200048, -106.24058098499967)","NM",2.1
2012,"NY","New York","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","960",14.8,13.5,16,"908","%","Crude Prevalence","","","BRFSS","CLASS03","Topic17",36,"BO1","CAT1","ADDEPEV2","RESP046","(42.82700103200045, -75.54397042699964)","NY",2.5
